startDate,endDate,duration,distance,unit,calories
2021-10-21 09:18:22 -0800,2021-10-21 09:57:52 -0800,39.51090718309084,1612.16,yd,350.052
2021-10-22 08:15:50 -0800,2021-10-22 10:02:59 -0800,107.1488276998202,3531.32,yd,873.097
2021-10-22 14:13:12 -0800,2021-10-22 14:58:20 -0800,45.13363947470983,955.669,yd,353.251
2021-10-29 18:03:41 -0800,2021-10-29 19:28:09 -0800,84.47359118262926,3399,yd,545.736
2021-11-01 18:02:58 -0800,2021-11-01 19:04:14 -0800,61.27039884924888,2574,yd,426.498
2021-11-02 18:04:12 -0800,2021-11-02 19:03:14 -0800,59.03587328195572,2508,yd,306.042
2021-11-03 18:12:59 -0800,2021-11-03 18:59:24 -0800,46.41609828273455,1914,yd,318.094
2021-11-04 18:01:52 -0800,2021-11-04 19:28:13 -0800,86.29113008181254,3564,yd,589.817
2021-11-06 08:03:29 -0800,2021-11-06 09:30:44 -0800,87.24765779972077,2937,yd,482
2021-11-07 09:01:55 -0800,2021-11-07 10:27:06 -0800,85.17998661597569,3597,yd,569.492
2021-11-08 19:08:31 -0800,2021-11-08 20:01:44 -0800,53.22203558286031,2277,yd,348.342
2021-11-09 19:05:21 -0800,2021-11-09 20:00:52 -0800,55.51935508449872,1848,yd,322.465
2021-11-11 18:59:19 -0800,2021-11-11 20:28:22 -0800,89.05881696740786,2970,yd,504.712
2021-11-15 19:09:29 -0800,2021-11-15 20:00:53 -0800,51.41186724901199,2508,yd,344.036
2021-11-17 19:06:53 -0800,2021-11-17 20:00:56 -0800,54.05293423334758,2079,yd,328.752
2021-11-18 19:08:23 -0800,2021-11-18 20:27:51 -0800,79.46896750132242,3135,yd,486.994
2021-11-20 09:06:54 -0800,2021-11-20 10:31:58 -0800,85.08211008310317,3036,yd,509.425
2021-11-21 09:13:40 -0800,2021-11-21 10:28:39 -0800,74.98175523281097,3465,yd,560.203
2021-11-22 19:04:21 -0800,2021-11-22 20:00:51 -0800,56.50085053443909,2310,yd,403.607
2021-11-26 08:41:26 -0800,2021-11-26 09:30:55 -0800,49.49460403323174,2376,yd,384.555
2021-11-27 09:28:19 -0800,2021-11-27 10:34:56 -0800,66.61303681532542,2640,yd,438.325
2021-11-29 19:02:27 -0800,2021-11-29 20:02:41 -0800,60.22663296659788,2800,yd,444.726
2021-12-05 09:18:56 -0800,2021-12-05 10:30:55 -0800,71.9828269680341,3300,yd,515.363
2021-12-06 19:08:55 -0800,2021-12-06 20:03:14 -0800,54.31772175033887,2433.33,yd,400.788
2021-12-07 19:06:07 -0800,2021-12-07 20:00:14 -0800,54.10761623382568,2000,yd,325.429
2021-12-09 19:07:45 -0800,2021-12-09 20:25:42 -0800,77.95039813319842,2900,yd,496.152
2021-12-10 19:09:41 -0800,2021-12-10 20:28:05 -0800,78.40259360074997,3433.33,yd,533.942
2021-12-12 09:14:52 -0800,2021-12-12 10:27:40 -0800,72.79270961682002,3433.33,yd,540.853
2021-12-21 19:04:19 -0800,2021-12-21 20:01:48 -0800,57.47260000109672,2166.67,yd,327.102
2021-12-24 09:23:15 -0800,2021-12-24 10:32:22 -0800,69.10545661648115,1900,yd,361.831
2021-12-26 09:09:47 -0800,2021-12-26 10:28:32 -0800,78.74704490105312,3333.33,yd,563.177
2021-12-27 19:06:01 -0800,2021-12-27 20:02:27 -0800,56.44010688265165,2533.33,yd,387.705
2021-12-29 19:07:29 -0800,2021-12-29 20:00:06 -0800,52.60736553271612,2333.33,yd,369.477
2022-01-01 09:10:21 -0800,2022-01-01 10:28:46 -0800,78.41452749967576,3533.33,yd,570.594
2022-01-02 09:31:39 -0800,2022-01-02 10:31:03 -0800,59.39402170181275,2633.33,yd,433.085
2022-01-07 19:00:28 -0800,2022-01-07 20:31:25 -0800,90.95383968353272,3633.33,yd,598.229
2022-01-09 09:14:51 -0800,2022-01-09 10:28:39 -0800,73.79455100099246,3733.33,yd,545.481
2022-01-10 19:07:47 -0800,2022-01-10 20:04:17 -0800,56.49916951656341,2200,yd,331.31
2022-01-12 19:12:09 -0800,2022-01-12 20:01:26 -0800,49.28009038368861,2333.33,yd,357.184
2022-01-12 20:01:53 -0800,2022-01-12 20:04:31 -0800,2.643828717867533,133.333,yd,22.1465
2022-01-16 09:03:55 -0800,2022-01-16 10:18:55 -0800,75.00938499967258,3633.33,yd,561.845
2022-01-23 09:19:35 -0800,2022-01-23 10:23:01 -0800,63.44272180000941,3166.67,yd,420.223
2022-01-24 19:10:25 -0800,2022-01-24 20:02:56 -0800,52.51270684997241,2433.33,yd,380.708
2022-02-03 19:16:09 -0800,2022-02-03 20:28:31 -0800,72.36430926521619,2766.67,yd,449.789
2022-02-05 09:07:45 -0800,2022-02-05 10:24:14 -0800,76.49317079981168,3033.33,yd,489.18
2022-02-10 19:09:26 -0800,2022-02-10 20:28:00 -0800,78.56759098172188,3000,yd,471.584
2022-02-11 19:10:16 -0800,2022-02-11 20:34:03 -0800,83.78192098339399,2433.33,yd,404.991
2022-02-13 09:11:40 -0800,2022-02-13 10:32:03 -0800,80.38889391620954,3900,yd,581.264
2022-02-15 19:09:50 -0800,2022-02-15 20:00:50 -0800,50.99123100042343,2166.67,yd,324.387
2022-02-17 19:06:25 -0800,2022-02-17 20:26:05 -0800,79.65718883275986,2966.67,yd,480.646
2022-02-18 19:08:11 -0800,2022-02-18 20:18:22 -0800,70.1873097995917,2766.67,yd,405.709
2022-02-23 19:05:23 -0800,2022-02-23 20:02:38 -0800,57.24807740052541,2133.33,yd,335.692
2022-03-01 19:05:57 -0800,2022-03-01 20:01:22 -0800,55.41071258385976,2266.67,yd,372.956
2022-03-05 09:16:22 -0800,2022-03-05 10:10:37 -0800,54.25045961737633,1966.67,yd,318.356
2022-03-06 09:15:23 -0800,2022-03-06 10:07:21 -0800,51.96944243311882,2166.67,yd,360.712
2022-03-13 08:39:16 -0800,2022-03-13 09:28:38 -0800,49.37012581626574,2466.67,yd,391.706
2022-03-15 18:12:01 -0800,2022-03-15 19:02:24 -0800,50.38169391751289,2266.67,yd,342.65
2022-03-16 18:12:34 -0800,2022-03-16 19:04:01 -0800,51.46593390107155,2033.33,yd,328.206
2022-03-18 18:16:58 -0800,2022-03-18 19:25:25 -0800,68.45925103425979,2600,yd,403.469
2022-03-22 18:10:49 -0800,2022-03-22 19:02:59 -0800,52.16200941602389,1966.67,yd,312.861
2022-03-24 18:03:04 -0800,2022-03-24 19:32:34 -0800,89.49195043245952,3433.33,yd,554.461
2022-03-25 18:06:05 -0800,2022-03-25 19:31:20 -0800,85.25122290054956,3500,yd,550.468
2022-03-27 08:07:56 -0800,2022-03-27 09:06:19 -0800,58.38008821606636,2200,yd,373.122
2022-03-29 18:06:49 -0800,2022-03-29 19:02:11 -0800,55.36451139847438,2166.67,yd,354.578
2022-03-31 18:08:30 -0800,2022-03-31 19:32:10 -0800,83.66089611649514,3466.67,yd,565.452
2022-04-02 06:49:04 -0800,2022-04-02 07:47:47 -0800,58.71352540055911,2366.67,yd,393.376
2022-04-05 18:06:37 -0800,2022-04-05 19:05:28 -0800,58.85502053499222,2233.33,yd,362.123
2022-04-10 08:19:29 -0800,2022-04-10 09:20:11 -0800,60.68497651616732,2600,yd,401.05
2022-04-11 18:05:26 -0800,2022-04-11 19:01:53 -0800,56.44768471717835,2500,yd,384.398
2022-04-12 18:10:13 -0800,2022-04-12 19:03:27 -0800,53.24036115010579,2400,yd,365.116
2022-04-14 18:05:21 -0800,2022-04-14 19:27:48 -0800,82.45184150139491,3700,yd,568.251
2022-04-16 08:14:22 -0800,2022-04-16 09:30:43 -0800,76.3603819489479,2333.33,yd,416.762
2022-04-17 08:21:29 -0800,2022-04-17 09:17:10 -0800,55.68615026672681,1933.33,yd,334.929
2022-04-20 18:08:08 -0800,2022-04-20 18:54:07 -0800,45.98177924950917,1933.33,yd,323.881
2022-04-20 18:54:19 -0800,2022-04-20 19:03:30 -0800,9.171434233585993,466.667,yd,74.0887
2022-04-21 18:13:57 -0800,2022-04-21 19:19:49 -0800,65.86722880005837,3000,yd,485.833
2022-04-23 08:27:29 -0800,2022-04-23 09:33:06 -0800,65.6262598991394,2600,yd,461.476
2022-04-28 18:11:22 -0800,2022-04-28 19:30:58 -0800,79.58963380058607,3533.33,yd,599.273
2022-05-01 08:15:29 -0800,2022-05-01 09:32:39 -0800,77.16132053335508,3233.33,yd,545.276
2022-05-05 18:09:45 -0800,2022-05-05 19:20:35 -0800,70.82629923224449,3066.67,yd,510.256
2022-05-07 08:02:26 -0800,2022-05-07 09:08:54 -0800,66.45673379898071,2833.33,yd,454.345
2022-05-08 06:43:54 -0800,2022-05-08 08:00:34 -0800,76.67560146649679,3000,yd,513.985
2022-05-10 18:11:29 -0800,2022-05-10 19:01:04 -0800,49.58908936580022,2100,yd,357.419
2022-05-12 05:31:08 -0800,2022-05-12 06:33:04 -0800,61.93250598311424,2800,yd,439.342
2022-05-14 06:39:10 -0800,2022-05-14 07:39:24 -0800,60.22446025013924,2300,yd,381.049
2022-05-15 06:40:51 -0800,2022-05-15 07:58:34 -0800,77.71990386645,3633.33,yd,585.544
2022-05-17 05:35:52 -0800,2022-05-17 06:31:13 -0800,55.35278906623522,2366.67,yd,385.249
2022-05-19 05:34:23 -0800,2022-05-19 06:30:57 -0800,56.56630891561508,2066.67,yd,337.828
2022-05-21 06:53:24 -0800,2022-05-21 08:01:01 -0800,67.61627501646677,2866.67,yd,466.87
2022-05-22 08:12:49 -0800,2022-05-22 09:23:21 -0800,70.53850786685943,3533.33,yd,575.744
2022-05-26 05:38:48 -0800,2022-05-26 06:31:26 -0800,52.64799513220787,2100,yd,320.591
2022-05-29 06:40:11 -0800,2022-05-29 07:45:06 -0800,64.92661709984144,2866.67,yd,436.976
2022-05-30 08:02:11 -0800,2022-05-30 09:16:45 -0800,74.56359886527062,2766.67,yd,463.886
2022-05-31 05:38:55 -0800,2022-05-31 06:31:16 -0800,52.35495580037435,2000,yd,347.955
2022-06-02 05:50:59 -0800,2022-06-02 06:31:37 -0800,40.626199533542,1733.33,yd,294.418
2022-06-04 08:09:02 -0800,2022-06-04 09:30:46 -0800,81.71910496751467,3600,yd,577.601
2022-06-05 06:36:34 -0800,2022-06-05 07:58:40 -0800,82.10479191541671,3000,yd,536.202
2022-06-07 05:41:18 -0800,2022-06-07 06:32:56 -0800,51.63232963283857,2366.67,yd,389.614
2022-06-09 05:40:06 -0800,2022-06-09 06:32:17 -0800,52.19214978218078,2466.67,yd,408.097
2022-06-12 06:33:16 -0800,2022-06-12 07:57:12 -0800,83.93382021784782,3700,yd,574.777
2022-06-14 05:32:41 -0800,2022-06-14 06:31:08 -0800,58.46156043410301,2566.67,yd,427.353
